Id,Gloss,start_ms,end_ms,EAF,Participant,Signer,SourceVideo,SampleVideo
14802,BLIJVEN-A,93471,93726,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14802.mp4
14803,DOOF-A,93744,94309,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14803.mp4
14804,ZO-A,94325,94605,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14804.mp4
14805,ZIEN-B,94782,94970,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14805.mp4
14806,WIE-A,95052,95433,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14806.mp4
14807,PERSOON-A,95503,95637,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14807.mp4
14809,MEISJE-C,96203,96306,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14809.mp4
14811,AF-A,96852,96987,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14811.mp4
14814,NU-C,99130,99343,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14814.mp4
14815,NOG-A,99369,99544,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14815.mp4
14816,ALTIJD-A,99649,99896,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14816.mp4
14817,ZELFDE-A,99925,100461,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14817.mp4
14819,VOORT-A,102320,102905,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14819.mp4
14821,ZELFDE-A,103093,103510,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14821.mp4
14825,WG-3,105396,105815,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14825.mp4
14826,NOOIT-A,106048,106365,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14826.mp4
14827,WETEN-A,106386,106855,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14827.mp4
14828,WG-1,106966,107089,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14828.mp4
14830,AF-A,107418,107623,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14830.mp4
14833,TOT-A,110775,110962,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14833.mp4
14834,NU-A,110980,111211,CVGT_06/CVGT_0602.eaf,i012,i1,CVGT_06/CVGT_0602_i012.mp4,CVGT_0602.eaf_14834.mp4
14837,HEBBEN-A,19396,19508,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14837.mp4
14838,C_ 2,19522,20251,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14838.mp4
14839,HEBBEN-A,20636,20828,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14839.mp4
14840,C_ 2,20959,21345,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14840.mp4
14841,WG-1,21463,21793,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14841.mp4
14842,HEBBEN-A,22160,22312,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14842.mp4
14843,C_ 2,22326,22685,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14843.mp4
14844,HEBBEN-A,22824,23012,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14844.mp4
14845,C_ 2,23158,23331,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14845.mp4
14846,WG-2,23789,24263,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14846.mp4
14847,WG-2,24587,24724,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14847.mp4
14849,WG-2,25002,25408,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14849.mp4
14850,WG-1,26977,27366,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14850.mp4
14851,WG-1,28245,28391,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14851.mp4
14852,VAN-1,28522,29467,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14852.mp4
14853,VAN-1,29486,29938,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14853.mp4
14854,EERST-A,30029,30408,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14854.mp4
14855,BEGINNEN-A,30570,31174,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14855.mp4
14856,VAN-1,31372,31484,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14856.mp4
14860,VROEGER-A,35592,36191,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14860.mp4
14861,SCHOOL-A,36362,36708,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14861.mp4
14863,WG-3,37718,38090,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14863.mp4
14865,ALTIJD-A,38907,39315,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14865.mp4
14867,WG-3,39964,40789,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14867.mp4
14871,WG-1,42425,42791,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14871.mp4
14873,OOK-A,43405,43672,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14873.mp4
14876,OOK-A,46087,46569,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14876.mp4
14877,WG-3,46589,47004,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14877.mp4
14880,OOK-A,49141,49587,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14880.mp4
14883,MAAR-A,50879,51274,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14883.mp4
14885,NIET-C,53393,53588,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14885.mp4
14887,VROEGER-A,53908,54470,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14887.mp4
14888,ONGEVEER-A,54672,55035,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14888.mp4
14890,DENKEN-IK-A,55703,56050,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14890.mp4
14891,C_ 10,56329,56491,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14891.mp4
14893,WG-1,56964,57138,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14893.mp4
14894,C_ 10,57202,57504,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14894.mp4
14896,VROEGER-B,57923,58542,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14896.mp4
14897,WG-1,58853,59188,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14897.mp4
14900,WG-1,60071,60173,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14900.mp4
14901,NU-C,60217,60284,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14901.mp4
14903,WG-1,60972,61638,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14903.mp4
14906,WG-3,63542,63914,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14906.mp4
14908,C_ 1,64838,64923,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14908.mp4
14910,WG-3,65822,66295,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14910.mp4
14911,OOK-A,66512,66696,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14911.mp4
14914,WG-3,69459,69575,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14914.mp4
14915,ERG-C,69722,69800,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14915.mp4
14916,VEEL-C,69820,69952,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14916.mp4
14918,DENKEN-A,70803,70972,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14918.mp4
14919,WG-1,70991,71535,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14919.mp4
14920,NIET-A,71681,71938,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14920.mp4
14921,C_ 1,72229,72387,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14921.mp4
14923,PERSOON-A,72802,73355,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14923.mp4
14924,ZEGGEN-A,73523,73803,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14924.mp4
14925,GEEN-A,73845,74009,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14925.mp4
14928,WG-1,75307,75477,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14928.mp4
14935,WG-1,79466,79514,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14935.mp4
14938,AF-A,80965,81227,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14938.mp4
14939,WG-2,82821,83223,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14939.mp4
14941,WG-2,84480,84877,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14941.mp4
14943,WG-2,108367,108965,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14943.mp4
14945,WG-1,109743,109932,CVGT_06/CVGT_0602.eaf,i011,i2,CVGT_06/CVGT_0602_i011.mp4,CVGT_0602.eaf_14945.mp4
14946,OVER-B,21532,22008,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14946.mp4
14947,VAN-1,22102,22273,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14947.mp4
14949,OVER-B,22983,23220,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14949.mp4
14950,C_ 1,27139,27731,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14950.mp4
14951,JONGEN-A,27777,28101,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14951.mp4
14952,KLEIN-B,28111,29060,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14952.mp4
14953,HEBBEN-A,29657,29945,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14953.mp4
14954,OOK-A,29963,30227,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14954.mp4
14955,HOND-A,30252,30879,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14955.mp4
14957,NAAR-A,31859,32264,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14957.mp4
14958,KIKKER-A,32639,33127,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14958.mp4
14960,KIKKER-A,34140,34515,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14960.mp4
14961,IN-A,34542,34954,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14961.mp4
14964,NIET-B,36140,36345,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14964.mp4
14967,NIET-B,37060,37335,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14967.mp4
14968,JONGEN-A,37796,38120,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14968.mp4
14969,EN-A,38199,38486,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14969.mp4
14970,WG-3,38529,38866,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14970.mp4
14972,HOND-A,39543,39933,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14972.mp4
14974,OP-A,41302,41517,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14974.mp4
14975,AVOND-D,41544,41785,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14975.mp4
14976,KIJKEN-A,41830,41973,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14976.mp4
14978,GRAAG-A,43119,43680,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14978.mp4
14981,WG-3,46060,46399,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14981.mp4
14984,JONGEN-A,49103,50019,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14984.mp4
14985,EN-A,50121,50448,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14985.mp4
14986,HOND-A,50488,50766,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14986.mp4
14987,SLAPEN-A,50793,51081,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14987.mp4
14989,HOND-A,52018,52210,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14989.mp4
14991,WG-3,54124,54275,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14991.mp4
14992,KIKKER-A,54297,54821,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14992.mp4
14998,VRIJ-A,61180,61517,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_14998.mp4
15000,AF-A,63320,63550,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15000.mp4
15001,DAN-A,63812,63923,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15001.mp4
15003,JONGEN-A,65500,65926,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15003.mp4
15004,EN-A,65964,66205,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15004.mp4
15005,HOND-A,66237,66832,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15005.mp4
15006,WAKKER-A,67073,67773,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15006.mp4
15007,GRAAG-A,68376,68625,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15007.mp4
15008,OPNIEUW-A,68653,68990,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15008.mp4
15009,KIJKEN-A,69002,69236,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15009.mp4
15010,NAAR-A,69248,69487,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15010.mp4
15011,KIKKER-A,69505,69851,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15011.mp4
15016,KIKKER-A,73239,73540,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15016.mp4
15017,VERDWIJNEN-A,73623,73839,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15017.mp4
15018,JONGEN-A,75695,75921,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15018.mp4
15019,SNEL-BKIN,75983,76426,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15019.mp4
15020,KLEDEN-5HANDEN,76472,76809,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15020.mp4
15022,DAN-C,77893,78192,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15022.mp4
15023,HOND-A,78419,78794,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15023.mp4
15025,NOG-A,79045,79290,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15025.mp4
15027,IN-A ,79562,79967,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15027.mp4
15032,VAST-A,82383,82616,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15032.mp4
15035,WG-3,85015,85226,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15035.mp4
15036,JONGEN-A,85243,85640,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15036.mp4
15037,EN-A,85771,86059,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15037.mp4
15038,HOND-A,86141,86520,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15038.mp4
15039,NAAR-A,86577,87189,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15039.mp4
15043,ROEPEN-A,90152,91216,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15043.mp4
15044,WAAR-A,91255,91622,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15044.mp4
15045,KIKKER-A,91670,93214,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15045.mp4
15046,WAAR-A,93258,94841,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15046.mp4
15049,WG-3,97292,97623,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15049.mp4
15050,HOND-A,97649,97988,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15050.mp4
15051,SAMEN-A,98014,98361,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15051.mp4
15053,VAST-A,98661,98930,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15053.mp4
15058,OP-A,102356,102620,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15058.mp4
15061,VALLEN-A,103485,104199,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15061.mp4
15062,WG-3,104292,104471,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15062.mp4
15066,JONGEN-A,106448,106655,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15066.mp4
15067,OOK-A,106681,106873,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15067.mp4
15070,HOND-A,108283,108722,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15070.mp4
15071,DAN-A,109268,109490,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15071.mp4
15072,NOG-A,109539,109835,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15072.mp4
15075,NAAR-A,111345,112328,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15075.mp4
15076,WAAR-A,112369,112780,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15076.mp4
15077,ROEPEN-A,112926,113561,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15077.mp4
15080,WAAR-A,114615,115932,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15080.mp4
15082,ROEPEN-A,118404,119048,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15082.mp4
15083,WG-3,119090,119408,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15083.mp4
15084,KIJKEN-A,119517,119929,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15084.mp4
15085,NAAR-A,120162,120396,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15085.mp4
15089,NAAM-A,124652,124848,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15089.mp4
15092,NIET-B,126099,126587,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15092.mp4
15094,WG-3,127294,127682,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15094.mp4
15096,OP-A,128452,128627,CVGT_06/CVGT_0604.eaf,i011,i2,CVGT_06/CVGT_0604_i011.mp4,CVGT_0604.eaf_15096.mp4
