Id,Gloss,start_ms,end_ms,Participant,SourceVideo,SampleVideo,subset
18848,SAMEN-A,703178,703459,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18848.mp4,train
18849,WG-2,703536,703692,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18849.mp4,train
18850,WG-1,703745,703934,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18850.mp4,train
18851,WG-2,704132,704367,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18851.mp4,train
18852,VERWIJZEN-A,704459,704614,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18852.mp4,train
18854,VERWIJZEN-A,705742,705825,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18854.mp4,train
18856,WG-4,706265,706590,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18856.mp4,train
18857,WG,706656,707815,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18857.mp4,train
18858,VERWIJZEN-A,708199,708314,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18858.mp4,train
18859,WG-3,708377,708521,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18859.mp4,train
18861,WG-3,708704,711048,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18861.mp4,train
18863,WG-3,711381,711562,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18863.mp4,train
18865,WG-3,711999,712488,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18865.mp4,train
18868,WG-3,714696,715012,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18868.mp4,train
18870,WG-4,715538,716105,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18870.mp4,train
18874,WG,718044,718486,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18874.mp4,train
18876,WG,719303,719491,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18876.mp4,train
18878,TEGEN-A,719950,720219,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18878.mp4,train
18881,TEGEN-A,721235,721963,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18881.mp4,train
18883,WINNEN-A,722441,722759,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18883.mp4,train
18886,WG-1,724014,724148,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18886.mp4,train
18887,WETEN-A,724244,724496,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18887.mp4,train
18888,ALLES-A,724563,724886,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18888.mp4,train
18889,WG-1,724946,725044,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18889.mp4,train
18890,DENKEN-A,725151,725395,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18890.mp4,train
18891,C_ 6,725530,725783,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18891.mp4,train
18894,WG-4,726596,726835,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18894.mp4,train
18895,C_ 6,727171,728289,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18895.mp4,train
18896,VOLGEN-A,728499,728832,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18896.mp4,train
18898,WETEN-A,734646,734855,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18898.mp4,train
18899,NOG-A,734890,735033,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18899.mp4,train
18900,VORIG-A,735102,735265,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18900.mp4,train
18903,MEE-A,736639,736878,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18903.mp4,train
18904,C_ 1,736933,737040,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18904.mp4,train
18905,VORIG-A,737138,737279,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18905.mp4,train
18906,ALLES-A,737444,737553,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18906.mp4,train
18907,WG-1,737586,737662,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18907.mp4,train
18908,MEER-A,737912,738206,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18908.mp4,train
18909,DAN-A,738266,738428,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18909.mp4,train
18910,C_ 10,738579,738933,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18910.mp4,train
18913,WG,739548,740033,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18913.mp4,train
18914,WG-3,740083,740590,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18914.mp4,train
18916,VERWIJZEN-A,742281,742433,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18916.mp4,train
18917,SAMEN-A,742626,742787,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18917.mp4,train
18919,WG-2,743260,743618,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18919.mp4,train
18920,WG-1,743692,744069,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18920.mp4,train
18921,ALLEMAAL-A,744112,744460,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18921.mp4,train
18922,DAN-C,745154,745304,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18922.mp4,train
18923,WG-3,745403,745569,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18923.mp4,train
18924,WG-2,745640,745908,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18924.mp4,train
18925,DAN-C,746184,746588,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18925.mp4,train
18928,WG-3,747215,747530,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18928.mp4,train
18930,WG-3,748232,748586,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18930.mp4,train
18932,IN-A,749033,749978,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18932.mp4,train
18933,WG-2,750065,750300,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18933.mp4,train
18934,VERWIJZEN-A,750398,750506,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18934.mp4,train
18935,WG-2,750565,751198,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18935.mp4,train
18936,MOOI-A,751251,751508,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18936.mp4,train
18943,WG-2,755203,755310,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18943.mp4,train
18945,WG-2,755739,756151,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18945.mp4,train
18948,WG-2,758028,758272,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18948.mp4,train
18949,KUNNEN-NIET-A,758340,758514,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18949.mp4,train
18953,WAT-A,760573,760739,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18953.mp4,train
18956,C_ 1,769695,769919,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18956.mp4,train
18959,NIET-A,771569,771717,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18959.mp4,train
18960,MEER-A,771744,771873,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18960.mp4,train
18962,NOG-A,773628,774454,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18962.mp4,train
18963,WG,775553,775907,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18963.mp4,train
18965,WINNEN-A,777022,777431,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18965.mp4,train
18966,WG,777697,777979,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18966.mp4,train
18967,DAN-A,778053,778300,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18967.mp4,train
18970,DAN-C,780021,780258,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18970.mp4,train
18972,C_ 6,781210,781626,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18972.mp4,train
18975,KIJKEN-A,783666,783865,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18975.mp4,train
18976,OOK-A,800519,800910,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18976.mp4,train
18978,ZEGGEN-A,801458,803658,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18978.mp4,train
18979,WG-1,803830,804001,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18979.mp4,train
18980,WETEN-NIET-A,804070,804736,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18980.mp4,train
18981,NIETS-A,807147,807339,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18981.mp4,train
18982,MEE-A,807385,807623,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18982.mp4,train
18983,AF-A,807658,807997,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18983.mp4,train
18984,VERWIJZEN-A,808112,808247,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18984.mp4,train
18985,IN-A ,808318,808538,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18985.mp4,train
18987,WG-2,808975,809045,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18987.mp4,train
18988,WG-1,809054,809151,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18988.mp4,train
18989,WG-2,809166,809286,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18989.mp4,train
18991,NIET-C,809581,809716,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18991.mp4,train
18992,MEE-A,809749,810038,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18992.mp4,train
18993,WG-1,810081,810184,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18993.mp4,train
18995,WG-5,810749,811442,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_18995.mp4,train
19000,HEBBEN-A,830048,830243,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19000.mp4,train
19002,ZEGGEN-A,831010,831213,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19002.mp4,train
19003,NIET-B,831273,831535,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19003.mp4,train
19004,C_ 4,836807,837056,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19004.mp4,train
19007,ZON-A,848609,849042,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19007.mp4,train
19009,ALS-WANG,851441,851587,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19009.mp4,train
19013,GOED-A,852625,852784,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19013.mp4,train
19015,MAAR-A,853096,853243,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19015.mp4,train
19021,VOETBAL-A,857291,857509,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19021.mp4,train
19023,GOED-B,857890,858242,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19023.mp4,train
19024,WG,858311,858633,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19024.mp4,train
19025,ANDER-1HAND,858700,858854,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19025.mp4,train
19028,VERSCHIL-A,859439,859745,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19028.mp4,train
19032,WG-3,866672,866886,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19032.mp4,train
19033,OOK-A,867009,867185,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19033.mp4,train
19034,VOORBEELD-C,867227,867356,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19034.mp4,train
19036,KUNNEN-NIET-A,869592,869758,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19036.mp4,train
19037,VOORBEELD-C,869796,869949,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19037.mp4,train
19039,KUNNEN-NIET-A,870369,870516,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19039.mp4,train
19040,VOETBAL-A,870540,870754,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19040.mp4,train
19045,WG-3,875572,875807,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19045.mp4,train
19048,ALLEMAAL-A,876419,876698,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19048.mp4,train
19050,OOK-A,877591,877718,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19050.mp4,train
19058,C_ 1,900672,900983,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19058.mp4,train
19060,WG-3,901318,901418,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19060.mp4,train
19061,VORIG-A,901459,901574,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19061.mp4,train
19062,OOK-A,901620,901823,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19062.mp4,train
19063,C_ 1,901889,902031,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19063.mp4,train
19065,WG-1,902304,902382,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19065.mp4,train
19066,WG-2,902420,902508,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19066.mp4,train
19069,WG-2,903245,903313,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19069.mp4,train
19070,WG-1,903340,903501,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19070.mp4,train
19072,WG,904757,906064,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19072.mp4,train
19073,WG-1,906149,906256,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19073.mp4,train
19076,VOLGENDE-A,907893,908921,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19076.mp4,train
19078,TEGEN-A,909477,909860,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19078.mp4,train
19079,WAT-A,909885,909917,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19079.mp4,train
19081,WAT-A,910588,911233,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19081.mp4,train
19083,DENKEN-A,946136,946291,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19083.mp4,train
19084,WILLEN-A,946325,946534,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19084.mp4,train
19086,WG,947182,947403,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19086.mp4,train
19088,WG,947694,947841,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19088.mp4,train
19090,WG,948625,949473,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19090.mp4,train
19091,WILLEN-A,949558,949667,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19091.mp4,train
19092,MAAR-A,949846,949955,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19092.mp4,train
19093,WG,950000,950106,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19093.mp4,train
19095,NIET-A,958408,958613,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19095.mp4,train
19099,WG-2,969566,969898,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19099.mp4,train
19100,ALS-WANG,969989,970114,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19100.mp4,train
19101,VRIJ-A,970188,970435,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19101.mp4,train
19102,WG-2,970487,970687,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19102.mp4,train
19103,BEREID-A,970816,971030,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19103.mp4,train
19104,WG-2,971077,971406,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19104.mp4,train
19105,HEBBEN-A,971470,971570,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19105.mp4,train
19106,NIETS-A,971673,971892,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19106.mp4,train
19109,OOK-A,973344,973434,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19109.mp4,train
19111,ZELFDE-A,981954,982137,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19111.mp4,train
19112,WG-4,982218,982418,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19112.mp4,train
19113,ZELFDE-A,982544,983041,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19113.mp4,train
19115,MISSCHIEN-A,984853,985093,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19115.mp4,train
19117,WG-3,985384,985541,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19117.mp4,train
19119,MISSCHIEN-A,985838,985949,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19119.mp4,train
19123,WG-3,986939,987948,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19123.mp4,train
19125,MOETEN-A,994521,994691,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19125.mp4,train
19127,WG-1,995031,995098,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19127.mp4,train
19129,BETER-A,1005223,1005499,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19129.mp4,train
19130,WAT-A,1005969,1006082,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19130.mp4,train
19132,ECHT-A,1009505,1009888,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19132.mp4,train
19133,JA-B,1009936,1010107,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19133.mp4,train
19134,DENKEN-A,1010223,1010387,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19134.mp4,train
19135,JA-B,1010446,1010802,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19135.mp4,train
19136,WG-2,1012766,1012934,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19136.mp4,train
19138,WG-2,1013259,1013703,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19138.mp4,train
19139,VAST-A,1022964,1023249,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19139.mp4,train
19141,VAST-A,1023448,1023745,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19141.mp4,train
19142,MISSCHIEN-A,1024206,1024375,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19142.mp4,train
19143,WG-4,1024411,1024662,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19143.mp4,train
19146,PERSOON-A,1053196,1053345,i014,CVGT_07/CVGT_0713_i014.mp4,CVGT_0713.eaf_19146.mp4,train
19149,MOETEN-A,19066,19254,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19149.mp4,train
19151,ZITTEN-A,19417,19589,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19151.mp4,train
19152,MOETEN-A,19614,19741,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19152.mp4,train
19154,ZITTEN-A,19900,20115,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19154.mp4,train
19155,WAT-A,24167,24283,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19155.mp4,train
19157,WG-2,24447,24686,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19157.mp4,train
19158,WG,28101,28248,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19158.mp4,train
19159,NIETS-A,28448,28747,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19159.mp4,train
19161,GEWOON-A,28963,29043,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19161.mp4,train
19162,WG-3,29059,29154,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19162.mp4,train
19163,ZITTEN-A,29189,29312,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19163.mp4,train
19164,GOED-B,29336,29575,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19164.mp4,train
19165,ZITTEN-A,29594,29785,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19165.mp4,train
19168,VAN-B,30741,30824,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19168.mp4,train
19169,WG-4,30840,31079,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19169.mp4,train
19172,WG-4,31924,32088,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19172.mp4,train
19175,WG-4,34964,35141,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19175.mp4,train
19177,WG-4,35431,36544,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19177.mp4,train
19184,JA-A,46869,47017,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19184.mp4,train
19185,VERWIJZEN-A,47031,47236,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19185.mp4,train
19186,LUI-C,53517,53951,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19186.mp4,train
19187,NU-C,53966,54116,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19187.mp4,train
19189,RUSTEN-A,54523,54698,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19189.mp4,train
19190,OOK-A,54724,54887,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19190.mp4,train
19191,WG-1,54901,55085,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19191.mp4,train
19193,KIJKEN-B,55765,55923,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19193.mp4,train
19195,WG-2,56048,56134,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19195.mp4,train
19196,RUSTEN-A,56355,56535,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19196.mp4,train
19197,ZELFDE-A,139546,140049,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19197.mp4,train
19198,WG-1,140067,140182,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19198.mp4,train
19200,OOK-A,140396,140583,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19200.mp4,train
19201,WG-1,140600,140716,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19201.mp4,train
19203,AF-A,141195,141282,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19203.mp4,train
19205,OOK-A,141630,141809,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19205.mp4,train
19207,MOETEN-A,142242,142353,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19207.mp4,train
19209,MOETEN-A,142902,143137,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19209.mp4,train
19210,WG-1,143209,143400,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19210.mp4,train
19211,MAAR-A,143664,143858,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19211.mp4,train
19212,BETEKENEN-A,144043,144213,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19212.mp4,train
19213,WG-3,144243,144627,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19213.mp4,train
19215,DAN-A,145435,145654,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19215.mp4,train
19216,NAAR-A,145790,145935,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19216.mp4,train
19222,MOETEN-A,147979,148205,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19222.mp4,train
19223,VOLGEN-A,148262,148613,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19223.mp4,train
19224,WG-1,148735,148928,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19224.mp4,train
19226,MAAR-A,150168,150298,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19226.mp4,train
19229,JA-A,151587,151908,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19229.mp4,train
19230,KUNNEN-A,151931,152144,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19230.mp4,train
19233,TOT-A,152834,152876,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19233.mp4,train
19238,NIET-B,154614,155249,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19238.mp4,train
19239,VORIG-A,155802,156092,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19239.mp4,train
19252,WG-1,162433,162575,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19252.mp4,train
19253,MAAR-A,162618,162758,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19253.mp4,train
19254,WG-1,162780,162859,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19254.mp4,train
19255,ZELFDE-A,162873,163022,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19255.mp4,train
19258,WG-1,163990,164112,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19258.mp4,train
19259,NU-C,164725,164858,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19259.mp4,train
19261,KUNNEN-NIET-A,165540,166109,i013,CVGT_07/CVGT_0713_i013.mp4,CVGT_0713.eaf_19261.mp4,train
