Id,Gloss,start_ms,end_ms,EAF,Participant,SourceVideo,SampleVideo
1153,HABER-NO,403530,403699,EAF/T2.4-LSE-F13-1-20171003-5.eaf,F13,T2.4-LSE-F13-1-20171003-5.MP4,T2.4-LSE-F13-1-20171003-5.eaf_1153.mp4
1154,MUJER,403727,403945,EAF/T2.4-LSE-F13-1-20171003-5.eaf,F13,T2.4-LSE-F13-1-20171003-5.MP4,T2.4-LSE-F13-1-20171003-5.eaf_1154.mp4
1155,SORDA,403959,404286,EAF/T2.4-LSE-F13-1-20171003-5.eaf,F13,T2.4-LSE-F13-1-20171003-5.MP4,T2.4-LSE-F13-1-20171003-5.eaf_1155.mp4
1156,"g ""me da igual""",404628,404946,EAF/T2.4-LSE-F13-1-20171003-5.eaf,F13,T2.4-LSE-F13-1-20171003-5.MP4,T2.4-LSE-F13-1-20171003-5.eaf_1156.mp4
1159,IX1,566,721,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1159.mp4
1160,NACER,764,1340,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1160.mp4
1161,SORDO,1606,1829,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1161.mp4
1163,HERMANO,2024,2397,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1163.mp4
1164,SORDO,3119,3346,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1164.mp4
1165,OYENTE,3348,3900,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1165.mp4
1166,LISTA-2,3900,4463,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1166.mp4
1167,IX1,4523,4629,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1167.mp4
1168,ULTIMO,4744,5060,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1168.mp4
1170,LISTA-2,5333,5742,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1170.mp4
1171,ULTIMO,5923,6177,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1171.mp4
1172,MADRE-2,6210,6602,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1172.mp4
1173,SORDO,6605,6998,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1173.mp4
1174,PADRE-2,7042,7396,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1174.mp4
1175,OYENTE,7403,7967,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1175.mp4
1176,IX1,8201,8378,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1176.mp4
1177,NACER,8468,8965,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1177.mp4
1179,PADRE_MADRE,9157,9710,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1179.mp4
1184,VIVIR,13998,14183,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1184.mp4
1191,NACER,17812,18071,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1191.mp4
1192,HERMANO,18082,18383,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1192.mp4
1193,IX1,18446,18546,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1193.mp4
1195,IXloc ,19087,19344,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1195.mp4
1196,NACER,19503,19773,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1196.mp4
1197,IXloc,19818,19953,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1197.mp4
1198,PUEBLO,19971,20274,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1198.mp4
1200,SIGNAR,20864,21080,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1200.mp4
1203,SIGNAR,22580,22789,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1203.mp4
1204,PERFECTO,22827,23286,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1204.mp4
1207,ENTENDER-rep,24507,24970,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1207.mp4
1208,OYENTE,25005,25174,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1208.mp4
1209,SORDO,25210,25451,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1209.mp4
1210,ENTENDER-rep,25493,25846,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1210.mp4
1211,IX1,26184,26417,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1211.mp4
1213,UNO,26725,26873,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1213.mp4
1214,ULTIMO,26877,27161,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1214.mp4
1215,LISTA-2,27246,27404,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1215.mp4
1216,PADRE_MADRE,27487,28064,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1216.mp4
1219,PUEBLO,29163,29781,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1219.mp4
1221,PUEBLO,29993,30285,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1221.mp4
1223,CAMPO,30849,31628,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1223.mp4
1225,PADRE-2,32816,33154,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1225.mp4
1226,GUSTAR,33167,33475,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1226.mp4
1227,IXloc ,33497,33643,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1227.mp4
1228,TRABAJO,33685,34018,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1228.mp4
1229,IXloc ,34026,34155,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1229.mp4
1234,IX1,35772,35804,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1234.mp4
1235,NACER,35809,36221,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1235.mp4
1236,ULTIMO,36223,36461,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1236.mp4
1237,UNO,36535,36659,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1237.mp4
1238,IX1,36686,36901,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1238.mp4
1239,IXloc ,36908,37431,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1239.mp4
1240,IX1,37437,37501,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1240.mp4
1241,NACER,37505,37846,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1241.mp4
1242,CRECER,37859,38585,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1242.mp4
1244,PADRE_MADRE,39140,39518,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1244.mp4
1245,COMUNICAR,39533,39938,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1245.mp4
1246,PADRE-2,39972,40203,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1246.mp4
1247,COMUNICAR,40261,40673,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1247.mp4
1248,HERMANO,40707,41044,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1248.mp4
1249,TODO,41088,41759,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1249.mp4
1250,COMUNICAR,41768,42197,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1250.mp4
1251,AÑO ,42434,42644,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1251.mp4
1252,SIETE,42689,43081,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1252.mp4
1254,SORDO,43542,43961,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1254.mp4
1255,SABER,44279,44493,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1255.mp4
1256,HERMANO,44568,45046,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1256.mp4
1257,SORDO,45110,45943,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1257.mp4
1259,COLEGIO,46369,46815,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1259.mp4
1265,VALENCIA,49368,49963,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1265.mp4
1266,PADRE-2,50142,50466,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1266.mp4
1268,VALENCIA,51307,51742,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1268.mp4
1269,AÑO ,51794,51996,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1269.mp4
1271,SIETE,52226,52610,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1271.mp4
1272,HASTA,52631,53258,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1272.mp4
1273,QUINCE ,53283,53661,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1273.mp4
1274,AÑO ,53685,53943,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1274.mp4
1275,IX1,54007,54090,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1275.mp4
1276,COLEGIO,54100,54340,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1276.mp4
1278,QUERER,54912,55228,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1278.mp4
1279,IX1,55231,55288,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1279.mp4
1282,IX1,55940,55992,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1282.mp4
1284,APRENDER,56506,56671,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1284.mp4
1285,PADRE-2,56787,57228,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1285.mp4
1288,DESPLAZAR,57864,58417,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1288.mp4
1291,IX1,59559,59607,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1291.mp4
1293,IX1,60101,60184,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1293.mp4
1294,TRABAJAR-C,60194,60392,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1294.mp4
1296,CAMPO,60969,61483,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1296.mp4
1299,CERDO,62239,63022,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1299.mp4
1301,IX1,63582,63698,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1301.mp4
1302,CUIDAR,63705,64075,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1302.mp4
1305,IX1,64851,64901,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1305.mp4
1306,CUIDAR,64908,65103,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1306.mp4
1307,TRABAJAR,65129,65498,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1307.mp4
1308,AVANZAR,65543,66979,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1308.mp4
1310,DESPLAZAR,70237,70733,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1310.mp4
1311,AÑO,70756,70959,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1311.mp4
1314,AÑO,72872,73014,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1314.mp4
1315,SIETE,73017,73355,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1315.mp4
1318,IX1,73917,74058,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1318.mp4
1319,COLEGIO,74109,74574,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1319.mp4
1322,PORQUE,75404,75678,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1322.mp4
1323,IX1,75683,75710,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1323.mp4
1326,BIEN,76371,76774,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1326.mp4
1327,PASADO,76999,77500,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1327.mp4
1328,AHORA,77539,77697,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1328.mp4
1330,REGULAR,77805,77975,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1330.mp4
1331,PASADO,77991,78169,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1331.mp4
1333,BIEN,78557,78612,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1333.mp4
1334,dc: Y,78614,78760,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1334.mp4
1335,RAPIDO,79006,79118,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1335.mp4
1337,RAPIDO,80305,80518,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1337.mp4
1338,PORQUE,80694,80838,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1338.mp4
1339,SIGNAR,80848,81167,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1339.mp4
1341,PASADO,81708,81861,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1341.mp4
1342,PADRE_MADRE,81895,82317,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1342.mp4
1343,CRECER,82491,82743,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1343.mp4
1344,COMUNICAR,82752,83333,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1344.mp4
1347,HABER,84041,84177,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1347.mp4
1348,IXloc,84317,84372,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1348.mp4
1349,COLEGIO,84392,84622,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1349.mp4
1350,SIGNAR,84632,84873,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1350.mp4
1351,DIFERENTE,84908,85248,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1351.mp4
1352,IX1,85315,85360,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1352.mp4
1353,APRENDER,85423,85727,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1353.mp4
1355,dc: Y,86115,86201,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1355.mp4
1356,HERMANO,86304,86758,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1356.mp4
1357,IX3,86766,86895,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1357.mp4
1359,YA,87530,87879,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1359.mp4
1360,LO-ESTABA,87951,88154,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1360.mp4
1361,MAYOR,88255,88571,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1361.mp4
1362,IX1,88595,88695,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1362.mp4
1364,HERMANA,89234,89340,EAF/T2.4-LSE-F13-2-20171003-5.eaf,F13,T2.4-LSE-F13-2-20171003-5.MP4,T2.4-LSE-F13-2-20171003-5.eaf_1364.mp4
